customer_id,first_name,last_name,gender,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,postcode
1063,Terrence,Geck,Male,1987-03-01,Actuary,Financial Services,Affluent Customer,N,Yes,2315
1064,Thornie,Andrusov,Male,1977-06-13,Librarian,Entertainment,Affluent Customer,N,Yes,2170
1065,Chilton,Ghirigori,Male,1962-06-27,Quality Engineer,Financial Services,Mass Customer,N,Yes,4053
1066,Hailey,Ricciardi,Male,1995-10-06,Recruiter,Telecommunications,High Net Worth,N,No,4300
1067,Berri,Cotillard,Female,1965-05-17,Engineer IV,Financial Services,Mass Customer,N,Yes,2619
1068,Frazer,Searston,Male,1995-03-21,,Health,Mass Customer,N,Yes,2452
1069,Reese,Titterington,Male,1976-04-15,Web Designer I,Telecommunications,Mass Customer,N,No,2229
1070,Albert,Gomery,Male,1995-06-04,Account Representative IV,,Mass Customer,N,No,2800
1071,Chrisy,Miranda,Male,1986-12-29,,Retail,High Net Worth,N,No,2880
1072,Curt,Petrello,Male,1957-06-01,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,2515
1073,Elbertina,Donne,Female,1980-02-25,Associate Professor,,Affluent Customer,N,Yes,4020
1074,Griswold,Juett,Male,1974-07-14,Accounting Assistant IV,,High Net Worth,N,Yes,2193
1075,Cullin,Elcoate,Male,1967-07-25,Administrative Officer,Manufacturing,High Net Worth,N,No,2064
1076,Siegfried,Trattles,Male,2000-06-06,Pharmacist,Health,Affluent Customer,N,No,4220
1077,Sheba,Este,Female,1955-10-11,,Telecommunications,Mass Customer,N,Yes,2450
1078,Abe,Pilley,Male,1976-06-05,Executive Secretary,Manufacturing,Mass Customer,N,No,4152
1079,Dennie,L' Anglois,Male,1978-01-03,Nurse Practicioner,Manufacturing,Mass Customer,N,No,4035
1080,Monah,Talbot,Female,1999-12-26,Speech Pathologist,Property,Mass Customer,N,Yes,2322
1081,Marga,Cradduck,Female,1985-10-21,Social Worker,Health,Mass Customer,N,No,4509
1082,Guinevere,Kelby,U,,Financial Analyst,Financial Services,Mass Customer,N,Yes,3138
1083,Chadd,Fowlds,Male,1996-08-07,VP Product Management,,Affluent Customer,N,No,3029
1084,Serena,Jagson,Female,1994-05-18,Accounting Assistant I,Retail,Affluent Customer,N,No,3441
1085,Lucho,Strafen,Male,1975-09-12,Internal Auditor,Health,Mass Customer,N,No,3136
1086,Ezechiel,Parnall,Male,1989-06-21,Statistician IV,Property,Mass Customer,N,Yes,2121
1087,Lian,Madrell,Female,1979-09-18,Financial Analyst,Financial Services,Mass Customer,N,Yes,3023
1088,Andy,Polgreen,Female,1989-07-21,Design Engineer,,High Net Worth,N,Yes,3337
1089,Korney,Hess,Female,1988-09-17,Product Engineer,Property,Affluent Customer,N,No,2216
1090,Lorettalorna,,Female,1975-07-15,Computer Systems Analyst II,Telecommunications,Affluent Customer,N,No,4074
1091,Keith,Housden,Male,1980-04-15,,Health,Mass Customer,N,No,2101
1092,Katlin,Creddon,Female,1935-08-22,VP Quality Control,Retail,Mass Customer,N,No,2153
1093,Clarita,Penright,Female,1996-09-13,Business Systems Development Analyst,,Affluent Customer,N,No,2164
1094,Shaughn,Salters,Male,1975-12-27,Dental Hygienist,Health,High Net Worth,N,No,2160
1095,Emelda,Gerler,Female,1958-08-29,Project Manager,Health,Mass Customer,N,No,2756
1096,Jakie,Mungham,Male,1969-11-29,Software Test Engineer I,Health,High Net Worth,N,No,4510
1097,Gwenora,Grabbam,Female,1968-01-31,Engineer II,Financial Services,Mass Customer,N,Yes,2075
1098,Maure,Crow,Female,1989-02-01,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,2647
1099,Jarrett,Maffia,Male,1975-01-13,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,2154
1100,Cord,Braundt,Male,1983-01-02,Engineer I,Manufacturing,Mass Customer,N,No,2565
1101,Haily,McWilliams,Female,1968-12-22,Senior Editor,,Mass Customer,N,No,2731
1102,Stephana,Puzey,Female,1976-08-17,Recruiting Manager,Manufacturing,Affluent Customer,N,No,3185
1103,Glynnis,Sailor,Female,1978-01-30,Financial Advisor,Financial Services,High Net Worth,N,Yes,2164
1104,Jewelle,Pincott,Female,1959-12-31,Programmer III,Retail,Mass Customer,N,No,2323
1105,Sherman,McCusker,Male,1990-02-10,General Manager,,Mass Customer,N,No,3130
1106,Sibyl,Bigmore,Female,1962-12-17,Software Consultant,Retail,Mass Customer,N,No,3757
1107,Maridel,Whitby,Female,1974-07-17,Social Worker,Health,High Net Worth,N,No,3284
1108,Ginnie,Farriar,Female,1962-03-06,Dental Hygienist,Health,Mass Customer,N,No,2204
1109,Nestor,Billingsley,Male,1989-09-01,Web Developer II,Entertainment,High Net Worth,N,No,2037
1110,Lazar,Cherryman,Male,1991-03-17,Information Systems Manager,Retail,High Net Worth,N,No,4211
1111,Zach,Maynard,Male,1960-03-04,Director of Sales,,High Net Worth,N,Yes,2153
1112,Jarrett,Chiplin,Male,1981-05-22,,,Mass Customer,N,Yes,2527
1113,Dorie,Willock,Male,1992-06-24,Recruiter,Property,Mass Customer,N,No,2747
1114,Evonne,Southan,Female,1976-06-03,Structural Engineer,Retail,Mass Customer,N,No,2152
1115,Merola,Stutard,Female,1970-01-18,Account Coordinator,,High Net Worth,N,Yes,2118
1116,Tori,Coche,Female,1974-06-26,Assistant Manager,Health,Mass Customer,N,Yes,2168
1117,Georgena,Guilaem,Female,1975-12-01,Quality Engineer,,Affluent Customer,N,No,2067
1118,Colline,Coulman,Female,1975-12-19,Sales Representative,Retail,Mass Customer,N,Yes,3021
1119,Lemmy,Bennit,Male,1976-10-09,,Entertainment,Mass Customer,N,Yes,2573
1120,Jacquelyn,Rowlinson,Female,1980-08-31,Web Developer IV,Retail,Affluent Customer,N,No,2118
1121,Dione,Raithby,Female,1984-01-21,Registered Nurse,Health,Mass Customer,N,Yes,2759
1122,Gerladina,Carney,Female,1985-12-19,,,Mass Customer,N,No,3185
1123,Dominick,Downey,Male,1962-06-18,,Property,Mass Customer,N,No,2206
1124,Eben,Threader,Male,1965-02-03,Health Coach III,Health,Affluent Customer,N,Yes,4869
1125,Raff,Everley,Male,1990-01-19,Software Test Engineer III,IT,Affluent Customer,N,No,4226
1126,Atlante,Sonley,Female,1973-09-27,Executive Secretary,,Mass Customer,N,No,2062
1127,Elly,Ormshaw,Female,1991-02-27,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,4814
1128,Kirsten,Longman,Female,1992-04-12,Financial Advisor,Financial Services,Mass Customer,N,Yes,3076
1129,Hercule,,Male,1977-06-29,VP Marketing,Entertainment,Mass Customer,N,Yes,4815
1130,Juli,Prine,Female,1964-12-06,Sales Associate,,Mass Customer,N,No,2076
1131,Sigmund,Barkworth,Male,1956-08-07,VP Marketing,,Mass Customer,N,No,2539
1132,Coriss,Darkott,Female,1985-08-01,Actuary,Financial Services,Affluent Customer,N,Yes,2147
1133,Forrester,McFetridge,Male,1968-01-26,,Manufacturing,Affluent Customer,N,No,3184
1134,Sullivan,Scullion,Male,1994-09-30,Administrative Assistant IV,Financial Services,Affluent Customer,N,No,4503
1135,Mireielle,Avrasin,Female,1980-05-03,Software Engineer IV,Financial Services,Mass Customer,N,Yes,4127
1136,Ivan,Blackhall,Male,1977-08-31,Executive Secretary,Property,High Net Worth,N,No,2206
1137,Jermayne,Hryniewicki,Male,1977-07-03,Business Systems Development Analyst,,Mass Customer,N,No,3162
1138,Elli,Loxdale,Female,1991-09-21,Statistician I,Retail,Mass Customer,N,Yes,2526
1139,Shellysheldon,Wickey,Male,1982-09-15,Editor,Manufacturing,Mass Customer,N,Yes,2579
1140,Deana,Rathbourne,Female,1986-02-25,Executive Secretary,,Mass Customer,N,Yes,2177
1141,Shannah,Gritsaev,Female,1981-09-19,,Financial Services,High Net Worth,N,Yes,3165
1142,Michal,Paiton,Male,1998-05-07,Desktop Support Technician,Telecommunications,Mass Customer,N,No,3201
1143,Goraud,Boissieux,Male,1955-03-06,Office Assistant IV,Health,Mass Customer,N,Yes,2768
1144,Damon,Phelip,Male,1996-12-12,Environmental Specialist,Health,High Net Worth,N,Yes,2160
1145,Korella,Begin,Female,1965-09-26,,Property,Mass Customer,N,Yes,2148
1146,Hadleigh,Birley,Male,1992-08-31,Assistant Professor,Financial Services,High Net Worth,N,No,4502
1147,Tate,Studholme,Male,1968-07-09,Health Coach II,Entertainment,High Net Worth,N,Yes,2166
1148,Inigo,Ojeda,Male,1987-09-28,Statistician IV,Financial Services,High Net Worth,N,No,4551
1149,Ki,Odo,Female,1967-09-30,Developer III,,Affluent Customer,N,Yes,4127
1150,Bernelle,Warwick,Female,1975-09-26,Information Systems Manager,Financial Services,Mass Customer,N,Yes,2222
1151,Brena,Amburgy,Female,1965-04-06,VP Product Management,Argiculture,High Net Worth,N,Yes,2710
1152,Humfrid,Ducket,Male,1998-06-23,Business Systems Development Analyst,Financial Services,Mass Customer,N,Yes,4510
1153,Mirilla,Lothlorien,Female,1995-01-17,Desktop Support Technician,Health,Mass Customer,N,Yes,2090
1154,Chase,Youd,Male,1974-11-24,Research Nurse,Health,Mass Customer,N,Yes,3038
1155,Janetta,Hartrick,Female,1994-01-15,VP Marketing,Property,Mass Customer,N,Yes,3551
1156,Breena,Risebrow,Female,1997-10-16,Marketing Assistant,Argiculture,Mass Customer,N,Yes,2250
1157,Saunder,Camerati,Male,1974-04-03,Research Nurse,Health,Affluent Customer,N,Yes,4122
1158,Butch,Geertje,Male,1985-02-17,Senior Quality Engineer,,Mass Customer,N,Yes,3031
1159,Elbert,Bridgement,Male,1993-01-28,Librarian,Entertainment,Mass Customer,N,No,3145
1160,Trisha,Nisuis,Female,1965-04-08,Speech Pathologist,IT,Affluent Customer,N,No,3142
1161,Sibylle,Cutsforth,Female,1977-01-14,Senior Quality Engineer,Retail,Mass Customer,N,No,2710
1162,Ambrose,Raiston,Male,1990-04-13,Marketing Assistant,,Mass Customer,N,Yes,2576
1163,Manolo,Dwire,Male,1981-11-13,Cost Accountant,Financial Services,High Net Worth,N,Yes,4209
1164,Gilligan,Mowat,Female,1977-01-09,Food Chemist,Health,Mass Customer,N,Yes,3442
1165,Fanni,Wakelin,Female,1993-06-23,Administrative Assistant IV,Financial Services,High Net Worth,N,No,2153
1166,Fannie,Devil,Female,1972-12-05,Quality Control Specialist,Health,Affluent Customer,N,No,4064
1167,Elberta,Crickett,Female,1996-06-03,Software Test Engineer III,Health,Mass Customer,N,No,4152
1168,Iosep,Shaddick,Male,1965-02-16,Pharmacist,Health,Affluent Customer,N,No,2230
1169,Kessiah,Corden,Female,1967-08-09,Actuary,Financial Services,Mass Customer,N,Yes,2127
1170,Lari,Rotte,Female,1964-11-30,Assistant Professor,IT,Mass Customer,N,Yes,2529
1171,Ilise,Solloway,Female,1971-08-15,Human Resources Manager,,Affluent Customer,N,Yes,2170
1172,Smith,Babbs,Male,1974-04-12,Recruiter,,Mass Customer,N,Yes,2212
1173,Gertie,Chaim,Female,1978-03-02,Statistician IV,Retail,High Net Worth,N,No,2150
1174,Shellysheldon,Gooderridge,U,,Executive Secretary,IT,Mass Customer,N,No,2118
1175,Paige,Hodgin,Male,1985-09-22,Human Resources Manager,,Mass Customer,N,No,4012
1176,Celia,Dockerty,Female,1976-01-16,Software Engineer IV,,Affluent Customer,N,Yes,2747
1177,Bobbette,Pozzi,Female,1953-08-31,Food Chemist,Health,Affluent Customer,N,Yes,4217
1178,Angelo,Byne,Male,1970-05-26,Pharmacist,Health,Mass Customer,N,No,2430
1179,Kerry,Pashenkov,Male,1988-08-15,Media Manager IV,Financial Services,High Net Worth,N,Yes,3039
1180,Gaye,Quickenden,Female,1975-08-17,Account Representative I,Financial Services,Affluent Customer,N,No,2017
1181,Brita,Plant,Female,1978-06-06,Tax Accountant,Argiculture,Mass Customer,N,No,2213
1182,Carolann,Ottiwill,Female,1975-01-11,Data Coordiator,IT,Mass Customer,N,Yes,2061
1183,Joe,Shalliker,Male,1958-11-14,Media Manager II,,Affluent Customer,N,No,3644
1184,Auberta,Teodori,Female,1968-10-07,Social Worker,Health,Mass Customer,N,No,2104
1185,Xena,Rossbrooke,Female,2000-07-23,VP Product Management,,Mass Customer,N,Yes,3173
1186,Brantley,Cecchi,Male,1977-05-28,Help Desk Operator,Manufacturing,Affluent Customer,N,Yes,2830
1187,Antonino,Hogben,Male,1998-10-21,,Financial Services,Mass Customer,N,No,2044
1188,Sally,Cominoli,Female,1984-02-23,Statistician IV,,Affluent Customer,N,Yes,2168
1189,Mart,Bazoche,Male,1988-08-29,Geologist I,Health,High Net Worth,N,Yes,2320
1190,Sib,Gilby,Female,1968-09-07,Assistant Professor,Financial Services,Affluent Customer,N,Yes,4118
1191,Merrielle,Vegas,Female,1996-05-22,Director of Sales,,Mass Customer,N,Yes,3043
1192,Hollyanne,McCarter,Female,1969-12-12,VP Quality Control,Manufacturing,Mass Customer,N,No,2251
1193,Quintus,Whear,Male,1986-01-21,Safety Technician I,Retail,High Net Worth,N,No,2560
1194,Audry,Scurrey,Female,1992-03-25,Junior Executive,Telecommunications,Affluent Customer,N,No,2873
1195,Ally,Folliott,Female,1978-03-22,VP Marketing,Telecommunications,Mass Customer,N,No,2541
1196,Phillie,Bradforth,Female,1998-03-19,Research Nurse,Health,Mass Customer,N,No,4350
1197,Isobel,Lampett,Female,1997-10-16,Professor,Financial Services,High Net Worth,N,Yes,2761
1198,Alina,Rickson,Female,1973-09-30,Sales Representative,Retail,High Net Worth,N,No,2155
1199,Ludovico,Bertot,Male,1958-06-14,VP Accounting,Financial Services,Affluent Customer,N,Yes,4017
1200,Hedda,Lathom,Female,1974-04-30,Librarian,Entertainment,High Net Worth,N,No,2222
1201,Stephani,Mellhuish,Female,1955-11-28,,Manufacturing,Mass Customer,N,No,2222
1202,Rollie,,Male,1992-02-26,Sales Representative,Retail,Mass Customer,N,Yes,3429
1203,Claresta,Carnier,Female,1988-05-06,Technical Writer,Health,Affluent Customer,N,No,2321
1204,Trudy,Huffy,Female,1971-03-24,Senior Developer,Manufacturing,Affluent Customer,N,Yes,2079
1205,Barton,Baudts,Male,1978-06-05,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,3072
1206,Lucina,Metcalf,Female,1978-05-07,Paralegal,Financial Services,Mass Customer,N,No,2230
1207,Mabel,Marousek,Female,1997-09-25,Engineer IV,Health,Mass Customer,N,No,2007
1208,Lira,Durn,Female,1983-12-26,Budget/Accounting Analyst IV,Financial Services,Mass Customer,N,No,2620
1209,Jacky,Jerosch,Male,1977-09-06,Senior Developer,Property,High Net Worth,N,Yes,3034
1210,Shandie,Sprigg,U,,Programmer II,IT,Mass Customer,N,No,2086
1211,Gunar,Petasch,Male,1978-07-23,VP Sales,Financial Services,Affluent Customer,N,Yes,2231
1212,Cindy,Freeborn,Female,1968-10-24,Legal Assistant,Property,Affluent Customer,N,No,3175
1213,Matthieu,Schruur,Male,1973-10-21,Accounting Assistant II,,High Net Worth,N,No,2580
1214,Martino,Shalcros,Male,1989-05-01,Internal Auditor,Property,High Net Worth,N,No,3037
1215,Dyann,Turbard,Female,1967-02-26,VP Quality Control,Manufacturing,Mass Customer,N,No,3550
1216,Frank,Vallerine,Female,1959-06-25,Software Test Engineer I,Telecommunications,Affluent Customer,N,Yes,3218
1217,Dulcinea,Janssen,Female,1968-08-19,Structural Engineer,Manufacturing,High Net Worth,N,No,2020
1218,Marlie,Lister,Female,1982-01-09,,,Mass Customer,N,Yes,3930
1219,Kaine,Parkeson,Male,1971-11-04,,Financial Services,Mass Customer,N,No,2480
1220,Paulie,Akerman,Male,1987-06-08,Editor,,High Net Worth,N,No,2259
1221,Byrom,Draisey,Male,1995-09-25,VP Product Management,Health,High Net Worth,N,Yes,3130
1222,Barbey,Ville,Female,1970-11-01,Account Executive,Property,Mass Customer,N,No,3029
1223,Kristyn,,Female,1965-01-05,Senior Sales Associate,Manufacturing,Mass Customer,N,Yes,2285
1224,Aundrea,Reisenberg,Female,1977-04-04,Junior Executive,Manufacturing,Mass Customer,N,No,2830
1225,Arte,Witchell,Male,1988-01-22,Clinical Specialist,Health,Mass Customer,N,Yes,2119
1226,Constantia,Sirr,Female,1981-03-16,Director of Sales,Health,Mass Customer,N,Yes,2153
1227,Carlina,Pencot,Female,1989-09-30,Software Engineer I,IT,Affluent Customer,N,Yes,2120
1228,Marti,Bisterfeld,Female,1962-04-27,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,4573
1229,Sebastian,Trass,Male,2000-01-08,GIS Technical Architect,Manufacturing,Affluent Customer,N,Yes,2085
1230,Eben,Powley,Male,1985-07-24,,Financial Services,Mass Customer,N,Yes,2763
1231,Aloisia,Shawel,Female,1973-07-28,Social Worker,Health,Affluent Customer,N,No,2852
1232,Stillmann,Wilfling,Male,1959-09-12,Help Desk Operator,Property,Affluent Customer,N,No,3030
1233,Keeley,Hawsby,Female,1978-07-07,,Retail,Affluent Customer,N,Yes,3677
1234,Rancell,Yven,Male,1965-04-19,Geologist I,,Mass Customer,N,No,3030
1235,Sharon,Cranage,Female,1969-02-28,Dental Hygienist,Health,Mass Customer,N,No,4122
1236,Bryanty,Megarrell,Male,1974-05-21,Web Designer IV,Financial Services,High Net Worth,N,Yes,2760
1237,Junia,Humerstone,Female,1969-12-31,Research Nurse,Health,High Net Worth,N,No,2750
1238,Steward,Beedham,Male,1978-06-01,Graphic Designer,,Affluent Customer,N,Yes,3806
1239,Carroll,Cobbin,Male,1978-02-28,,,Mass Customer,N,Yes,2155
1240,Pen,Earey,Female,1965-05-13,Sales Associate,Manufacturing,Mass Customer,N,Yes,2127
1241,Lolly,Junkison,Female,1986-03-22,Pharmacist,Health,Affluent Customer,N,Yes,2155
1242,Bartholomeo,Meeke,Male,1973-02-04,Human Resources Assistant III,Property,High Net Worth,N,Yes,4873
1243,Robbert,Blakey,Male,1953-08-09,Research Assistant II,Retail,Mass Customer,N,No,4820
1244,Glenn,Tinham,U,,Financial Analyst,Financial Services,Mass Customer,N,Yes,4873
1245,Erin,Shawell,Male,1994-05-31,Product Engineer,Manufacturing,Affluent Customer,N,No,4817
1246,Ibrahim,Wibrew,Male,1993-08-10,,,High Net Worth,N,No,4818
1247,Hildagarde,Eyrl,Female,1960-10-05,Geologist I,Entertainment,Affluent Customer,N,No,4519
1248,Genia,Bartel,Female,1963-12-18,General Manager,,Affluent Customer,N,Yes,4806
1249,Tabb,McKeowon,Male,1967-10-31,,Telecommunications,Mass Customer,N,No,4805
1250,Jacklyn,Kewley,Female,2001-11-02,Help Desk Technician,Manufacturing,Mass Customer,N,No,4701
1251,Codie,Arnecke,Male,1997-10-01,Desktop Support Technician,Property,Mass Customer,N,No,2478
1252,Les,Ellwood,Male,1965-01-16,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,4560
1253,Mahalia,,Female,1996-08-19,Research Assistant I,Manufacturing,Mass Customer,N,No,4740
1254,Quillan,McDuffie,Male,1958-12-18,Graphic Designer,Retail,Mass Customer,N,Yes,4720
1255,Erhart,Glazebrook,Male,1982-05-20,,Health,Affluent Customer,N,No,4702
1256,Granny,Lukes,Male,1986-05-11,Food Chemist,Health,High Net Worth,N,No,4702
1257,Prentiss,MacVicar,Male,1972-06-19,Assistant Professor,Property,Affluent Customer,N,Yes,4127
1258,Nefen,Ferriere,Male,1978-04-21,Geological Engineer,Manufacturing,Mass Customer,N,No,4670
1259,Emmi,Dymock,Female,1973-11-24,Assistant Professor,Financial Services,Mass Customer,N,No,4670
1260,Fremont,Spawton,Male,1989-10-01,Tax Accountant,Property,Mass Customer,N,No,4670
1261,Candice,Lohde,Female,1971-02-16,Legal Assistant,Manufacturing,Mass Customer,N,No,4655
1262,Aindrea,MacConchie,Female,1967-12-07,Technical Writer,,High Net Worth,N,Yes,4610
1263,Elliot,Posselow,Male,1973-06-16,Nurse,Manufacturing,Affluent Customer,N,No,4655
1264,Michail,Heart,Male,1994-02-28,,Health,Mass Customer,N,Yes,4551
1265,Kipper,Monck,Male,1987-07-22,Biostatistician I,Property,Mass Customer,N,Yes,4702
1266,Harry,,Male,1978-05-02,Human Resources Manager,Health,Mass Customer,N,Yes,4702
1267,Leopold,Dainton,Male,1979-06-03,Safety Technician IV,Entertainment,Affluent Customer,N,Yes,4506
1268,Baudoin,McCartney,Male,1989-12-06,,Financial Services,High Net Worth,N,Yes,4503
1269,Ravid,Kilgallon,Male,1990-08-25,Account Coordinator,Property,High Net Worth,N,Yes,4503
1270,Cullen,Langshaw,Male,1983-02-27,Paralegal,Financial Services,Affluent Customer,N,No,4512
1271,Jo-anne,Pringer,Female,1994-07-11,Accounting Assistant II,Telecommunications,Mass Customer,N,Yes,4511
1272,Nettie,Bulfit,Female,1985-04-04,,Manufacturing,Affluent Customer,N,No,4500
1273,Hieronymus,Whinray,Male,1974-07-31,General Manager,Financial Services,Affluent Customer,N,Yes,4380
1274,Emmerich,Tinkler,Male,1977-11-16,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,4370
1275,Francisca,Whittek,Female,1966-01-10,General Manager,Health,Mass Customer,N,Yes,4817
1276,Farrel,Waiting,Male,1964-06-07,Dental Hygienist,Health,Affluent Customer,N,No,4350
1277,Elias,Gerrie,Male,1972-12-26,Help Desk Technician,,Mass Customer,N,Yes,4213
1278,Betsy,Schruurs,Female,1998-11-15,Pharmacist,Health,Affluent Customer,N,No,4340
1279,Burr,Lygoe,Male,1962-08-12,Staff Accountant I,Financial Services,Mass Customer,N,No,4122
1280,Horacio,Peyntue,Male,1978-01-24,Marketing Assistant,Manufacturing,High Net Worth,N,Yes,4306
1281,Leighton,Zisneros,Male,1968-07-07,Administrative Assistant III,Manufacturing,Affluent Customer,N,Yes,4306
1282,Garald,Pidler,Male,1980-11-15,Programmer Analyst III,Entertainment,Affluent Customer,N,Yes,4306
1283,Tory,Minnette,Female,1994-08-23,Clinical Specialist,Health,Mass Customer,N,No,4306
1284,Alexis,Aronov,Male,1976-01-28,Junior Executive,Entertainment,Affluent Customer,N,No,4306
1285,Tomkin,Fudge,Male,1973-05-23,Office Assistant III,Manufacturing,Mass Customer,N,Yes,4306
1286,Mina,Clawley,Female,1975-06-28,Senior Quality Engineer,Manufacturing,High Net Worth,N,Yes,4305
1287,Nicko,Saddleton,Male,1960-10-23,Systems Administrator I,Financial Services,Mass Customer,N,Yes,4304
1288,Abra,Cuardall,Female,1979-10-07,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,4301
1289,Shelley,Stroyan,Male,1973-07-16,,,Mass Customer,N,Yes,4300
1290,Vassily,Ramalho,Male,1967-08-08,VP Marketing,Financial Services,High Net Worth,N,Yes,4212
1291,Warner,Zuker,Male,1980-08-16,Quality Engineer,Health,Mass Customer,N,No,4209
1292,Alice,Backson,Female,1961-06-02,,,Affluent Customer,N,No,4211
1293,Vidovic,Fretson,Male,1980-10-07,Quality Engineer,IT,Mass Customer,N,No,4210
1294,Cari,Worling,Female,1974-09-28,,Manufacturing,Mass Customer,N,Yes,4205
1295,Irving,Murton,Male,1997-01-25,Nurse,Argiculture,Mass Customer,N,Yes,4051
1296,Essy,Vondrak,Female,1989-03-11,Paralegal,Financial Services,Affluent Customer,N,Yes,4165
1297,Shay,Gimbart,Male,1981-02-12,Social Worker,Health,Mass Customer,N,No,4165
1298,Guglielmo,Yele,Male,1974-04-06,Research Nurse,Health,Mass Customer,N,No,4053
1299,Maddy,Aiskovitch,Female,1977-01-17,Media Manager IV,,Affluent Customer,N,No,4217
1300,Sisely,Strelitzer,Female,1991-03-10,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,4130
1301,Trix,,Female,1991-11-25,Structural Analysis Engineer,Health,Mass Customer,N,No,4124
1302,Ericka,Eggers,Female,1998-05-03,Biostatistician I,Financial Services,Affluent Customer,N,Yes,4208
1303,Nollie,Guilliatt,Male,1972-04-27,,Argiculture,Mass Customer,N,No,4123
1304,Emmy,Lumbly,Male,1977-11-16,Administrative Assistant III,,High Net Worth,N,No,4118
1305,Averil,Gentiry,Male,1970-03-01,Executive Secretary,Financial Services,High Net Worth,N,Yes,4115
1306,Doyle,Oleksinski,Male,1956-04-12,Occupational Therapist,Health,Affluent Customer,N,Yes,4164
1307,Emlyn,Musgrave,Female,1970-09-06,Dental Hygienist,Health,High Net Worth,N,Yes,4127
1308,Andrey,Conre,Male,1976-08-27,Analog Circuit Design manager,,Affluent Customer,N,Yes,4115
1309,Adlai,Fabry,Male,1977-03-22,VP Marketing,,Mass Customer,N,No,4152
1310,Keane,Leebeter,Male,1986-12-20,Geological Engineer,Manufacturing,High Net Worth,N,Yes,2452
1311,Sharona,Cunah,Female,1984-10-06,VP Accounting,Financial Services,Mass Customer,N,Yes,3931
1312,Magda,Baugh,Female,1994-07-16,Food Chemist,Health,Affluent Customer,N,No,4280
1313,Hughie,Laboune,Male,1986-02-09,Analyst Programmer,Property,Mass Customer,N,No,4300
1314,De,Eilhart,Female,1970-02-23,Clinical Specialist,Health,Mass Customer,N,Yes,4055
1315,Ebba,Comport,Female,1973-06-24,,IT,Mass Customer,N,Yes,4128
1316,Steven,Castellaccio,Male,1990-03-06,Recruiter,Retail,High Net Worth,N,Yes,4500
1317,Barrett,Lindley,Male,1973-01-18,General Manager,Retail,Mass Customer,N,Yes,4370
1318,Barbe,Assender,Female,1966-08-17,Senior Developer,Financial Services,Mass Customer,N,Yes,4017
1319,Trevor,St. Paul,Male,1955-07-18,,Entertainment,Mass Customer,N,Yes,4053
1320,Fae,,Female,1983-10-29,,Manufacturing,High Net Worth,N,Yes,4020
1321,Bree,Domenge,Female,1994-07-05,Editor,Argiculture,Affluent Customer,N,No,4019
1322,Kathye,Christie,Female,2001-10-16,Data Coordiator,Financial Services,Mass Customer,N,Yes,3188
1323,Kristofor,Mockes,Male,1988-04-04,Account Executive,,High Net Worth,N,Yes,3977
1324,Randie,Arnowitz,Female,1978-02-22,Web Designer III,Manufacturing,Mass Customer,N,No,3806
1325,Ty,Belliard,Male,1968-08-25,Account Executive,Argiculture,High Net Worth,N,Yes,3940
1326,Goddard,Tinn,Male,1966-02-23,Biostatistician III,Health,Affluent Customer,N,Yes,3939
1327,Sarita,Khosa,Female,1995-11-25,Director of Sales,Property,Affluent Customer,N,No,3910
1328,Stavro,Gargett,Male,1981-09-02,Budget/Accounting Analyst IV,IT,Mass Customer,N,Yes,3977
1329,Wendy,Randlesome,Female,1989-07-15,Database Administrator IV,,Mass Customer,N,No,3840
1330,Gery,Headrick,Male,1985-08-02,Technical Writer,,Affluent Customer,N,No,3840
1331,Edward,Hawkwood,Male,1987-03-24,Tax Accountant,Telecommunications,High Net Worth,N,No,3977
1332,Garek,De la Barre,Male,1978-05-01,Technical Writer,,Mass Customer,N,Yes,3810
1333,Phillipp,McMonnies,Male,1973-08-23,Compensation Analyst,Financial Services,High Net Worth,N,No,3806
1334,Cicily,Jenks,Female,1998-10-23,Senior Financial Analyst,Financial Services,Mass Customer,N,No,3804
1335,Sibylla,Marlon,Female,1997-08-14,,Entertainment,Mass Customer,N,Yes,3805
1336,Moise,Inde,Male,1989-03-13,Physical Therapy Assistant,,Mass Customer,N,Yes,3765
1337,Damara,Wheatland,Female,1988-03-08,Structural Engineer,Health,Mass Customer,N,No,3757
1338,Giuseppe,Tezure,Male,1980-11-24,Product Engineer,,High Net Worth,N,No,2582
1339,Mariam,Guiel,Female,1978-12-09,Editor,IT,High Net Worth,N,No,3196
1340,Crawford,Dreini,Male,1977-11-05,Statistician I,,High Net Worth,N,No,3747
1341,Parry,Rigolle,Male,1986-05-18,Computer Systems Analyst I,Financial Services,Affluent Customer,N,No,3677
1342,Barnett,Morville,Male,1962-04-11,,Retail,Affluent Customer,N,Yes,3620
1343,Creight,Deery,Male,1979-12-10,Dental Hygienist,Health,High Net Worth,N,No,3620
